Place of Interest,Type of place,Place address,BiciMAD station,Station Location
Joven Bailando,Monumento de la ciudad de Madrid,C Palma 49, San Hermenegildo,Calle San Bernardo nº 85
Joven Caminando,Monumento de la ciudad de Madrid,Pza San Ildefonso , Plaza de San Ildefonso,Plaza de San Ildefonso
Joven Caminando,Monumento de la ciudad de Madrid,Pza San Ildefonso , Carlos Cambronero,Plaza de Carlos Cambronero nº 2
Joven Caminando,Monumento de la ciudad de Madrid,Pza San Ildefonso , Plaza de Juan Pujol,Calle Espíritu Santo nº 30
Juan Carlos I,Monumento de la ciudad de Madrid,Avda Pablo Neruda 142, Concordia,Calle Arroyo del Olivar nº 6
Juan Carlos I,Monumento de la ciudad de Madrid,Avda Pablo Neruda 142, Sierra Toledana,Camino de Valderribas nº 94
Juan Carlos I,Monumento de la ciudad de Madrid,Avda Pablo Neruda 142, Puente de Vallecas,Avenida de la Albufera nº 6
Juan Domingo Perón,Monumento de la ciudad de Madrid,AVENIDA GENERAL PERON 1, General Perón 1,Avenida del General Perón frente al nº 4
Juan Domingo Perón,Monumento de la ciudad de Madrid,AVENIDA GENERAL PERON 1, Estrecho,Calle Navarra nº 1
Juan Domingo Perón,Monumento de la ciudad de Madrid,AVENIDA GENERAL PERON 1, San Germán 57,Calle San Germán nº 57
Juan Ferreras García,Monumento de la ciudad de Madrid,Pza San Andrés , Plaza de los Carros,Carrera de San Francisco nº 1
Juan Ferreras García,Monumento de la ciudad de Madrid,Pza San Andrés , Plaza del Cordón,Plaza del Cordón
Juan Ferreras García,Monumento de la ciudad de Madrid,Pza San Andrés , Segovia 26,Calle Segovia nº 26
Juan Gris,Monumento de la ciudad de Madrid,C Carmen 4, Plaza del Carmen ,Plaza del Carmen nº 1
Juan Gris,Monumento de la ciudad de Madrid,C Carmen 4, Carretas,Calle Carretas nº 8
Juan Gris,Monumento de la ciudad de Madrid,C Carmen 4, Puerta del Sol A,Puerta del Sol nº 1
Juan López de Hoyos,Monumento de la ciudad de Madrid,Pza San Andrés , Plaza de los Carros,Carrera de San Francisco nº 1
Juan López de Hoyos,Monumento de la ciudad de Madrid,Pza San Andrés , Plaza del Cordón,Plaza del Cordón
Juan López de Hoyos,Monumento de la ciudad de Madrid,Pza San Andrés , Plaza de la Cebada,Plaza de la Cebada nº 16 
Juan Malasaña,Monumento de la ciudad de Madrid,C Sierra Gorda 13, Pavones,Calle Hacienda de Pavones nº 342
Juan Malasaña,Monumento de la ciudad de Madrid,C Sierra Gorda 13, Marroquina,Calle Camino de los Vinateros nº 108
Juan Malasaña,Monumento de la ciudad de Madrid,C Sierra Gorda 13, Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Juan Pablo Duarte y Díez,Monumento de la ciudad de Madrid, , Paseo de Moret,Paseo de Moret nº 11
Juan Pablo Duarte y Díez,Monumento de la ciudad de Madrid, , Pintor Rosales,Paseo del Pintor Rosales frente al nº 38
Juan Pablo Duarte y Díez,Monumento de la ciudad de Madrid, , Altamirano,Calle Altamirano nº 24
Juan Pablo II,Monumento de la ciudad de Madrid,C Bailén , Segovia 26,Calle Segovia nº 26
Juan Pablo II,Monumento de la ciudad de Madrid,C Bailén , Plaza Ramales,Plaza de Ramales
Juan Pablo II,Monumento de la ciudad de Madrid,C Bailén , Plaza del Cordón,Plaza del Cordón
Juan Ramón Gómez Pamo,Monumento de la ciudad de Madrid,C Santa Isabel 28, Santa Isabel,Calle Atocha nº 95
Juan Ramón Gómez Pamo,Monumento de la ciudad de Madrid,C Santa Isabel 28, Antón Martín,Calle Atocha nº 54
Juan Ramón Gómez Pamo,Monumento de la ciudad de Madrid,C Santa Isabel 28, Plaza de Lavapiés,Calle Valencia nº 1
Juan Ramón Jiménez,Monumento de la ciudad de Madrid,C Padilla 38, Marqués de Salamanca,Calle José Ortega y Gasset nº 30
Juan Ramón Jiménez,Monumento de la ciudad de Madrid,C Padilla 38, Embajada de Italia,Calle Velázquez nº 75
Juan Ramón Jiménez,Monumento de la ciudad de Madrid,C Padilla 38, General Pardiñas,Calle General Pardiñas nº 56
Juan Santamaría,Monumento de la ciudad de Madrid,Pza Juan Santamaría , Pedro Rico,Calle Pedro Rico nº 4
Juan Santamaría,Monumento de la ciudad de Madrid,Pza Juan Santamaría , Torre Cepsa,Calle Sinesio Delgado nº 2
Juan Santamaría,Monumento de la ciudad de Madrid,Pza Juan Santamaría , Manuel Caldeiro,Paseo de la Castellana nº 298
Juan Valera,Monumento de la ciudad de Madrid,Pº Recoletos , Biblioteca Nacional,Paseo de Recoletos nº 20
Juan Valera,Monumento de la ciudad de Madrid,Pº Recoletos , Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16
Juan Valera,Monumento de la ciudad de Madrid,Pº Recoletos , Plaza de Colón,Calle Goya nº 1
Juan Valera y Alcalá Galiano,Monumento de la ciudad de Madrid,Ctra Santo Domingo 3, San Quintín,Calle Pavía nº 6
Juan Valera y Alcalá Galiano,Monumento de la ciudad de Madrid,Ctra Santo Domingo 3, Palacio de Oriente,Calle Carlos III nº 1
Juan Valera y Alcalá Galiano,Monumento de la ciudad de Madrid,Ctra Santo Domingo 3, Santo Domingo,Plaza de Santo Domingo nº 1
Juan Van-Halen y Sarti,Monumento de la ciudad de Madrid,Pº Colombia , Velázquez,Calle Alcalá nº 95
Juan Van-Halen y Sarti,Monumento de la ciudad de Madrid,Pº Colombia , Castelló,Calle Alcalá nº 111
Juan Van-Halen y Sarti,Monumento de la ciudad de Madrid,Pº Colombia , Puerta de Madrid,Avenida de Menéndez Pelayo esquina calle O'Donnell
Juan de Garay,Monumento de la ciudad de Madrid,C Martín Fierro , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Juan de Garay,Monumento de la ciudad de Madrid,C Martín Fierro , Paseo de Moret,Paseo de Moret nº 11
Juan de Garay,Monumento de la ciudad de Madrid,C Martín Fierro , Ciudad Universitaria 2,Avenida de la Complutense (Metro Ciudad Universitaria)
Juan de Villanueva,Monumento de la ciudad de Madrid,C Hernán Cortés 15, Colegio Arquitectos,Calle Hortaleza nº 63
Juan de Villanueva,Monumento de la ciudad de Madrid,C Hernán Cortés 15, Augusto Figueroa,Calle Augusto Figueroa nº 33
Juan de Villanueva,Monumento de la ciudad de Madrid,C Hernán Cortés 15, Plaza de San Ildefonso,Plaza de San Ildefonso
Juan de la Cosa,Monumento de la ciudad de Madrid,PLAZA JUAN DE LA COSSA , Colombia,Calle Colombia nº 7
Juan de la Cosa,Monumento de la ciudad de Madrid,PLAZA JUAN DE LA COSSA , Pío XII,Avenida Pío XII nº 3
Juan de la Cosa,Monumento de la ciudad de Madrid,PLAZA JUAN DE LA COSSA , Paseo de la Habana 63,Paseo de la Habana nº 63
Juantxu Rodríguez,Monumento de la ciudad de Madrid, , Puerta del Ángel Caído,Avenida de Alfonso XII nº 54
Juantxu Rodríguez,Monumento de la ciudad de Madrid, , Espalter,Calle Espalter nº 1
Juantxu Rodríguez,Monumento de la ciudad de Madrid, , Cuesta de Moyano,Cuesta de Claudio Moyano
Julio Cejador,Monumento de la ciudad de Madrid,GLORIETA QUEVEDO 6, Quevedo,Glorieta de Quevedo nº 5
Julio Cejador,Monumento de la ciudad de Madrid,GLORIETA QUEVEDO 6, General Álvarez de Castro,Calle del General Álvarez de Castro nº 1
Julio Cejador,Monumento de la ciudad de Madrid,GLORIETA QUEVEDO 6, Fernando el Católico,Calle Fernando el Católico nº 19
Julio Romero de Torres,Monumento de la ciudad de Madrid,Pº Julio Romero de Torres , Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas
Julio Romero de Torres,Monumento de la ciudad de Madrid,Pº Julio Romero de Torres , Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73
Julio Romero de Torres,Monumento de la ciudad de Madrid,Pº Julio Romero de Torres , Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63
Julián Besteiro,Monumento de la ciudad de Madrid,AVENIDA DOCTOR ARCE 31, Doctor Arce 45,Avenida del Doctor Arce nº 45
Julián Besteiro,Monumento de la ciudad de Madrid,AVENIDA DOCTOR ARCE 31, Serrano 210,Calle Serrano nº 210
Julián Besteiro,Monumento de la ciudad de Madrid,AVENIDA DOCTOR ARCE 31, María Francisca 1,Calle María Francisca nº 1
Julián Gayarre,Monumento de la ciudad de Madrid,CALLE PAVIA 2, San Quintín,Calle Pavía nº 6
Julián Gayarre,Monumento de la ciudad de Madrid,PLAZA ORIENTE 6, San Quintín,Calle Pavía nº 6
Julián Gayarre,Monumento de la ciudad de Madrid,PLAZA ORIENTE 6, Palacio de Oriente,Calle Carlos III nº 1
Junta Municipal Usera,Monumento de la ciudad de Madrid,Avda Rafaela Ybarra 41, San Delfín,Calle San Delfín nº 9
Junta Municipal Usera,Monumento de la ciudad de Madrid,Avda Rafaela Ybarra 41, Antonio López,Calle Eugenio Caxes frente al nº 12
Junta Municipal Usera,Monumento de la ciudad de Madrid,Avda Rafaela Ybarra 41, Glorieta de Cádiz,Calle Antonio López nº 129
Junta Municipal de Chamartín,Monumento de la ciudad de Madrid,CALLE PRINCIPE DE VERGARA 142, María Francisca 1,Calle María Francisca nº 1
Junta Municipal de Chamartín,Monumento de la ciudad de Madrid,CALLE PRINCIPE DE VERGARA 142, Prosperidad,Calle Suero de Quiñones nº 2
Junta Municipal de Chamartín,Monumento de la ciudad de Madrid,CALLE PRINCIPE DE VERGARA 142, Doctor Arce 45,Avenida del Doctor Arce nº 45
Junta Municipal de Moratalaz,Monumento de la ciudad de Madrid,C Fuente Carrantona 8, Pavones,Calle Hacienda de Pavones nº 342
Junta Municipal de Moratalaz,Monumento de la ciudad de Madrid,C Fuente Carrantona 8, Marroquina,Calle Camino de los Vinateros nº 108
Junta Municipal de Moratalaz,Monumento de la ciudad de Madrid,C Fuente Carrantona 8, Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Justo Arosemena,Monumento de la ciudad de Madrid,Pº Panamá , Puerta de Madrid,Avenida de Menéndez Pelayo esquina calle O'Donnell
Justo Arosemena,Monumento de la ciudad de Madrid,Pº Panamá , Alcalá,Avenida de Menéndez Pelayo nº 3
Justo Arosemena,Monumento de la ciudad de Madrid,Pº Panamá , Retiro,Calle Ibiza nº 18
Km. 0,Monumento de la ciudad de Madrid,Pza Puerta del Sol 8, Carretas,Calle Carretas nº 8
Km. 0,Monumento de la ciudad de Madrid,Pza Puerta del Sol 8, Plaza del Carmen ,Plaza del Carmen nº 1
Km. 0,Monumento de la ciudad de Madrid,Pza Puerta del Sol 8, Jacinto Benavente,Plaza de Jacinto Benavente
Kymaerxthaere. Puerta de entrada a la umbraesfera,Monumento de la ciudad de Madrid,Pza Soledad Torres Acosta , Miguel Moya,Calle Miguel Moya nº 1
Kymaerxthaere. Puerta de entrada a la umbraesfera,Monumento de la ciudad de Madrid,Pza Soledad Torres Acosta , Jacometrezo,Calle Jacometrezo nº 3
Kymaerxthaere. Puerta de entrada a la umbraesfera,Monumento de la ciudad de Madrid,Pza Soledad Torres Acosta , Carlos Cambronero,Plaza de Carlos Cambronero nº 2
La Abuela rockera-Ángeles Rodríguez Hidalgo,Monumento de la ciudad de Madrid,C Peña Gorbea , Concordia,Calle Arroyo del Olivar nº 6
La Abuela rockera-Ángeles Rodríguez Hidalgo,Monumento de la ciudad de Madrid,C Peña Gorbea , Puente de Vallecas,Avenida de la Albufera nº 6
La Abuela rockera-Ángeles Rodríguez Hidalgo,Monumento de la ciudad de Madrid,C Peña Gorbea , Sierra Toledana,Camino de Valderribas nº 94
La Agricultura,Monumento de la ciudad de Madrid,PASEO ERMITA DEL SANTO 78, Caramuel,Calle Caramuel nº 51
La Agricultura,Monumento de la ciudad de Madrid,PASEO ERMITA DEL SANTO 78, Ermita Santo,Paseo de la Ermita del Santo nº 48
La Agricultura,Monumento de la ciudad de Madrid,PASEO ERMITA DEL SANTO 78, Puerta del Ángel,Plaza Puerta del Ángel nº 4
La Ayuda,Monumento de la ciudad de Madrid,C Pléyades 25, Facultad Derecho,Avenida Complutense nº 23
